trans_date_trans_time,cc_num,amt,category,city_pop,merch_lat,merch_long,is_fraud
2025-05-23 09:04:08,340187018810220,92.53396014321574,shopping,1595797,29.789989,-97.996197,1
2026-01-24 09:04:08,340187018810220,223.470543673942,online,1595797,29.789989,-97.996197,0
2026-02-08 09:04:08,340187018810220,167.5205969583719,online,1595797,29.789989,-97.996197,1
2025-08-22 09:04:08,340187018810220,361.27738736114554,gas,1595797,29.789989,-97.996197,0
2025-08-03 09:04:08,340187018810220,309.12327330423057,gas,1595797,29.789989,-97.996197,1
2025-09-13 09:04:08,340187018810220,12.508150095666462,online,1595797,29.789989,-97.996197,0
2025-11-18 09:04:08,340187018810220,24.2861659435941,restaurant,1595797,29.789989,-97.996197,0
2025-05-08 09:04:08,340187018810220,257.6029847683922,grocery,1595797,29.789989,-97.996197,0
2025-07-04 09:04:08,340187018810220,340.4734617553021,grocery,1595797,29.789989,-97.996197,0
2026-02-07 09:04:08,340187018810220,482.8503845042051,gas,1595797,29.789989,-97.996197,0
2025-08-15 09:04:08,340187018810220,8.967159857886884,gas,1595797,29.789989,-97.996197,0
2026-02-04 09:04:08,340187018810220,220.63609437606104,restaurant,1595797,29.789989,-97.996197,1
2025-08-16 09:04:08,340187018810220,18.15987203649398,grocery,1595797,29.789989,-97.996197,0
2026-03-18 09:04:08,340187018810220,331.59861989263703,gas,1595797,29.789989,-97.996197,0
2025-08-20 09:04:08,340187018810220,93.242373307238,gas,1595797,29.789989,-97.996197,0
2026-03-24 09:04:08,340187018810220,469.80997184053035,restaurant,1595797,29.789989,-97.996197,0
2025-10-29 09:04:08,340187018810220,163.3398350508689,shopping,1595797,29.789989,-97.996197,0
2026-03-15 09:04:08,340187018810220,293.78883166626025,grocery,1595797,29.789989,-97.996197,0
2025-10-31 09:04:08,340187018810220,271.805345495966,grocery,1595797,29.789989,-97.996197,1
2026-04-22 09:04:08,340187018810220,83.46820259243825,grocery,1595797,29.789989,-97.996197,0
2025-05-28 09:04:08,340187018810220,198.04587756960927,online,1595797,29.789989,-97.996197,0
2026-02-15 09:04:08,340187018810220,355.9596344215763,online,1595797,29.789989,-97.996197,0
2025-08-19 09:04:08,340187018810220,463.2241383781611,gas,1595797,29.789989,-97.996197,0
2026-04-09 09:04:08,340187018810220,431.6886095119212,restaurant,1595797,29.789989,-97.996197,0
2026-04-04 09:04:08,340187018810220,32.7156167927258,shopping,1595797,29.789989,-97.996197,0
2025-11-16 09:04:08,340187018810220,319.14117820625137,online,1595797,29.789989,-97.996197,0
